,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
231,Maruti Swift Dzire ZDi,2012,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
232,Hyundai Xcent 1.2 CRDi E,2017,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,5
233,Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5
234,Nissan Sunny XL AT Special Edition,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498,99.6,5
235,Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5
236,Maruti Swift Dzire VXI,2015,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5
237,Toyota Innova 2.5 GX 7 STR,2011,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7
238,Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6
239,Maruti Swift Dzire ZDi,2012,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
240,Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
241,Datsun GO D Petrol,2019,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,5
242,Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,5
243,Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9
244,Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5
245,Tata Zest Revotron 1.2 XT,2015,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
246,Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,5
247,Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,5
248,Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5
249,Maruti Alto LX,2005,110000,45000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
250,Mahindra Bolero DI DX 7 Seater,2007,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7
251,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143,170.0,5
252,Maruti Omni E MPI STD BS IV,2016,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8
253,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5
254,Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5
255,Hyundai i10 Sportz AT,2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5
256,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5
257,Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
258,Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591,121.3,5
259,Hyundai i20 Active 1.2,2015,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
260,Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5
261,Hyundai i20 1.2 Asta,2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5
262,Maruti Alto LXI,2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
263,Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5
264,Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5
265,Maruti Swift 1.3 VXi,2010,215000,70000,Petrol,Individual,Manual,Second Owner,19.3,1248,82.0,5
266,Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5
267,Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84.0,5
268,Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4
269,Honda City i-DTEC VX,2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5
270,Honda City i-DTEC VX,2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5
271,Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,7
272,Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,5
273,Honda City i VTEC VX,2014,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5
274,Mahindra Willys CJ 3B 4X4,1983,300000,10000,Diesel,Individual,Manual,Third Owner,19.3,1248,82.0,5
275,Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
276,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8
277,Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
278,Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5
279,Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5
280,Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5
281,Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5
282,Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,5
283,Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,5
284,Maruti Zen LXI,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5
285,Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
286,Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8
287,Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5
288,Nissan Micra Diesel XV,2011,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5
289,Maruti Zen LXI,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5
290,Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,5
291,Maruti Zen Estilo LXI BSIII,2007,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5
292,Hyundai Santro Xing XL,2005,85000,60000,Petrol,Individual,Manual,Second Owner,19.3,1248,82.0,5
293,Maruti Alto LX,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5
294,Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5
295,Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7
296,Maruti Swift Ldi BSIII,2008,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5
297,Nissan Micra Diesel XV,2011,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5
298,Maruti Wagon R LXI,2005,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
299,Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5
300,Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5
301,Maruti Swift VXI BSIV,2018,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5
302,Datsun GO T Option BSIV,2016,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67.0,5
303,Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,7
304,Renault KWID RXL,2018,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,5
305,Honda Brio 1.2 VX MT,2012,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5
306,Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5
307,Nissan Sunny XV Special Edition,2012,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,5
308,Toyota Etios Liva GD SP,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,5
309,Hyundai i10 Sportz,2009,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5
310,Renault Duster 85PS Diesel RxL,2014,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5
311,Mahindra XUV500 W8 2WD,2012,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7
312,Toyota Innova 2.5 V Diesel 7-seater,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,7
313,Tata Indigo CS eGLX BS IV,2011,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,5
314,Hyundai Elantra SX AT,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,5
315,Tata Nano STD,2012,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,4
316,Nissan Micra Diesel XL,2013,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5
317,Maruti Wagon R LXI,2005,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
318,Maruti Swift Dzire VDI,2016,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5
319,Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
320,Volkswagen GTI 1.8 TSI,2016,800000,70000,Petrol,Individual,Automatic,First Owner,16.34,1798,189.3,5
321,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7
322,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5
323,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5
324,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5
325,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7
326,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5
327,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5
328,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5
329,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5
330,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5
331,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5
332,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5
333,Toyota Etios Liva Diesel TRD Sportivo,2012,265000,162000,Diesel,Individual,Manual,Third Owner,19.3,1248,82.0,5
334,Honda CR-V 2.4L 4WD AT,2009,500000,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354,158.8,5
335,Maruti Swift Dzire VDI,2015,480000,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5
336,Hyundai Verna 1.6 SX CRDi (O),2014,535000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5
337,Toyota Innova 2.5 G1 Diesel 8-seater,2005,250000,240000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8
338,Maruti SX4 Celebration Diesel,2012,300000,100000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5
339,Hyundai Verna CRDi SX,2009,340000,214000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5
340,Maruti Alto 800 VXI,2016,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
341,Honda City i-VTEC CVT V,2018,1085000,1000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5
342,Maruti Swift Dzire AMT VDI,2017,750000,19000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5
343,Tata Indigo LS,2012,95000,265000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5
344,Maruti Eeco CNG 5 Seater AC,2020,409999,35000,CNG,Individual,Manual,First Owner,20.88,1196,61.7,5
345,Maruti Alto K10 VXI,2014,215000,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5
346,Mahindra XUV500 AT W10 AWD,2016,1290000,50000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7
347,Maruti Alto K10 LXI,2010,150000,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
348,Tata Tiago 1.2 Revotron XE,2018,325000,100000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5
349,Maruti Eeco Smiles 5 Seater AC,2013,260000,120000,Petrol,Individual,Manual,Second Owner,15.1,1196,73.0,5
350,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5
351,Honda Amaze S CVT Diesel BSIV,2019,700000,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,5
352,Hyundai Creta 1.4 CRDi Base,2017,950000,45000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5
353,Maruti Alto LXi BSIII,2010,160000,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
354,Hyundai Xcent 1.1 CRDi S Option,2015,409999,135000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,5
355,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,840000,120000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7
356,Toyota Etios Liva Diesel,2013,450000,67000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,5
357,Maruti Swift Dzire ZDI Plus,2017,900000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
358,Toyota Innova 2.5 V Diesel 7-seater,2008,570000,134000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7
359,Nissan Micra Diesel XV,2011,254999,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5
360,Maruti 800 AC BSIII,2009,130000,40000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4
361,Maruti Swift Dzire VDI,2013,530000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5
362,Volkswagen Polo 1.5 TDI Highline,2015,520000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5
363,Mahindra Verito 1.5 D2 BSIII,2011,229999,170000,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1,5
364,Maruti 800 AC BSIII,2004,81000,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
365,Maruti Swift VDI Optional,2016,600000,47000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5
366,Hyundai Xcent 1.2 Kappa S Option,2015,409999,93000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,5
367,Ford Figo Diesel EXI,2015,292000,70000,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,5
368,Tata Safari DICOR 2.2 LX 4x2,2012,390000,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7
369,Ford Figo 1.2P Titanium Plus MT,2016,550000,44000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5
370,Maruti Celerio ZXI,2014,385000,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
371,Hyundai Creta 1.6 VTVT S,2016,800000,25000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5
372,Maruti Swift Dzire VXI 1.2,2019,675000,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
373,Tata Hexa XT,2018,1525000,50000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7
374,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5
375,Hyundai i20 Active 1.4 SX with AVN,2015,610000,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5
376,Hyundai i20 Asta 1.4 CRDi,2012,525000,120000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
377,Mahindra Bolero 2011-2019 SLE,2015,375000,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
378,Nissan Terrano XL Plus 85 PS,2015,580000,90000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5
379,Maruti Swift VXI Windsong Limited edition,2015,434999,50000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,5
380,Datsun RediGO 1.0 S,2020,350000,2136,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5
381,Toyota Innova 2.5 G (Diesel) 7 Seater,2012,730000,250000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,7
382,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1050000,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
383,Maruti Baleno Alpha 1.3,2017,735000,70000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5
384,Renault Duster 110PS Diesel RxZ,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,5
385,Chevrolet Enjoy 1.3 TCDi LS 7,2016,420000,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7
386,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,60000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5
387,Toyota Fortuner 4x2 AT,2015,2000000,60000,Diesel,Individual,Automatic,First Owner,12.55,2982,168.5,7
388,Maruti Swift Dzire VDI,2016,600000,147000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5
389,Toyota Fortuner 4x2 AT,2015,1900000,130000,Diesel,Individual,Automatic,First Owner,12.55,2982,168.5,7
390,Chevrolet Captiva LT,2011,500000,99500,Diesel,Individual,Manual,Third Owner,11.5,1991,147.9,7
391,Tata Indica Vista Aqua 1.4 TDI,2011,200000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5
392,Nissan Micra Active XL Petrol,2016,370000,35000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,5
393,Hyundai Verna Transform CRDi VGT SX ABS,2010,260000,110000,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0,5
394,Maruti Ertiga VXI,2014,610000,21000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7
395,Ford Fiesta Titanium 1.5 TDCi,2013,300000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,90.0,5
396,Tata Indigo CS LX DiCOR,2010,140000,40000,Diesel,Individual,Manual,First Owner,16.6,1405,70.0,5
397,Hyundai i10 Magna 1.1L,2008,229999,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5
398,Maruti A-Star Vxi,2010,200000,65000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5
399,Maruti Wagon R VXI BSIII,2011,200000,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
400,Hyundai Verna 1.6 CRDi S,2015,560000,119000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5
401,Maruti Ertiga SHVS VDI,2016,750000,80000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
402,Maruti Swift VDI BSIV,2017,585000,90000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5
403,Hyundai Verna 1.6 VTVT S Option,2016,760000,20000,Petrol,Individual,Manual,First Owner,17.01,1591,121.4,5
404,Maruti Swift VDI BSIV,2014,430000,80000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5
405,Mahindra KUV 100 D75 K6 Plus,2020,480000,44665,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6
406,Kia Seltos HTE D,2019,643000,10000,Diesel,Individual,Manual,First Owner,20.8,1493,113.4,5
407,Hyundai Xcent 1.2 VTVT S,2018,500000,60000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5
408,Honda Brio 1.2 S MT,2016,425000,22000,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,5
409,Maruti Alto 800 LXI,2014,250000,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
410,Maruti Celerio LDi,2016,285000,70000,Diesel,Individual,Manual,First Owner,27.62,793,47.0,5
411,Maruti Swift Dzire VXi,2008,160000,123000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5
412,Volkswagen Vento Diesel Trendline,2011,250000,70000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5
413,Toyota Etios Liva GD,2013,409999,45000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5
414,Hyundai Grand i10 AT Asta,2015,400000,40000,Petrol,Individual,Automatic,First Owner,18.9,1197,82.0,5
415,Maruti Swift Dzire VDI,2019,700000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
416,Honda Civic 1.8 V AT,2007,350000,90000,Petrol,Individual,Automatic,First Owner,12.9,1799,130.0,5
417,Maruti Ertiga BSIV VXI,2016,660000,34000,Petrol,Individual,Manual,Second Owner,17.5,1373,91.1,7
418,Maruti Alto 800 VXI,2017,268000,25000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
419,Chevrolet Beat Diesel LT,2013,300000,50000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5
420,Tata Tiago 1.2 Revotron XZ,2017,450000,90000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5
421,Chevrolet Beat Diesel LT,2012,220000,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5
422,Tata New Safari DICOR 2.2 VX 4x2,2009,250000,146000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.0,7
423,Ford Figo Petrol EXI,2012,300000,85000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,5
424,Tata Indica V2 2001-2011 DLS BSIII,2009,88000,201850,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5
425,Maruti Swift Dzire VDI,2016,561000,30000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5
426,Maruti Swift Dzire VDI,2018,755000,15000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
427,Maruti Alto K10 LXI,2011,165000,90000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
428,Maruti Swift Dzire LDi,2008,190000,80000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
429,Tata Indica V2 DLX BSII,2011,110000,50000,Diesel,Individual,Manual,First Owner,17.2,1396,53.5,5
430,Mahindra Bolero 2011-2019 DI 4WD NON AC,2012,320000,80000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,8
431,Maruti Swift VDI BSIV,2010,330000,110000,Diesel,Individual,Manual,Second Owner,19.3,1248,82.0,5
432,Hyundai i20 Asta Option 1.2,2016,540000,38000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
433,Maruti Eeco 7 Seater Standard BSIV,2016,270000,100000,Petrol,Individual,Manual,Third Owner,15.37,1196,73.0,7
434,Maruti Swift Dzire 1.2 Vxi BSIV,2012,450000,30000,Petrol,Individual,Manual,First Owner,17.5,1197,85.8,5
435,Maruti Swift Dzire VXI,2014,450000,30000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5
436,Chevrolet Beat LT,2015,200000,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5
437,Chevrolet Sail 1.2 LS ABS,2016,400000,30000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5
